sentence,decade
"shall thy sorrows flow, And thy heart waste with life-consuming woe: Mindless of food, or love, whose pleasing reign Soothes weary life, and softens human pain?",1950s
"Secrets, silent, stony sit in the dark palaces of both our hearts: secrets weary of their tyranny: tyrants, willing to be dethroned.",1950s
"""She put out her arms as if after a retreating figure, stretching them black and with clasped pale hands across the fading and narrow sheen of the window.",1950s
As he did so the flame lit up a leaf of dark glossy ivy in the lapel of his coat.,1950s
"Yet the subsiding of the flood at the critical moment when the hero’s destruction appeared imminent, might, by a slight extension of the figurative parallel, be ascribed to a god symbolic of the influences opposed to all atmospheric moisture.”—Mure, vol.",1950s
"_(He yawns, showing a coalblack throat, and closes his jaws by an upward push of his parchmentroll.",1950s
The luster of inquiring glance faded swiftly into vacant glassiness.,1950s
"I mean, whether Hamlet is Shakespeare or James I or Essex.",1950s
He had been obliged to offer an abject apology to Mr Alleyne for his impertinence but he knew what a hornet’s nest the office would be for him.,1950s
"We waited to see whether she would remain or go in and, if she remained, we left our shadow and walked up to Mangan’s steps resignedly.",1950s
"He beat his hand upon his breast, confessing: _mea culpa._ Latin again.",1950s
)_ Is that the way to hand the _pot_ to a lady?,1950s
"The old man left the hearth and, after stumbling about the room returned with two candlesticks which he thrust one after the other into the fire and carried to the table.",1950s
"—Give us one of your prime stinkers, Terry, says Joe.",1950s
"He was their favourite nephew, the son of their dead elder sister, Ellen, who had married T. J. Conroy of the Port and Docks.",1950s
"Under his hospitable and intelligent host, Melesigenes rapidly became acquainted with the legends respecting Ulysses, which afterwards formed the subject of the Odyssey.",1950s
"BLOOM: Well, I follow a literary occupation, author-journalist.",1950s
"Not deeper skill’d in every martial sleight, Than worn to toils, and active in the fight!",1950s
You can't hit anything unless you take aim and fire from the shoulder; but these chaps fired from the hip with their eyes shut.,1950s
More interesting if they told you what they were.,1950s
"She stood looking at us without a stir and like the wilderness itself, with an air of brooding over an inscrutable purpose.",1950s
"And, after all, they did not eat each other before my face: they had brought along a provision of hippo-meat which went rotten, and made the mystery of the wilderness stink in my nostrils.",1950s
I want to pop into Lynam’s to see Sceptre’s starting price.,1950s
When Conmee had passed she glanced at her lovely echo in that little mirror she carries.,1950s
We’ll have just one little smahan more and then we’ll be off.” A very sullen-faced man stood at the corner of O’Connell Bridge waiting for the little Sandymount tram to take him home.,1950s
"—Gave it to them on a hot plate, Myles Crawford said, the whole bloody history.",1950s
Achilles only boasts a swifter pace: For who can match Achilles?,1950s
"And last, beneath a canopy of cloth of gold came the reverend Father O’Flynn attended by Malachi and Patrick.",1950s
"Martin could wind a sappyhead like that round his little finger, without his seeing it.",1950s
"on dastards dead to fame I waste no anger, for they feel no shame: But you, the pride, the flower of all our host, My heart weeps blood to see your glory lost!",1950s
Consistency is no less pertinacious and exacting in its demands.,1950s
"Your starving eyes and allbeplastered neck you stole my heart, O gluepot.",1950s
By Bassi’s blessed virgins Bloom’s dark eyes went by.,1950s
What act did Bloom make on their arrival at their destination?,1950s
"His gaiety seemed to forsake him and, as he came by the railings of the Duke’s Lawn, he allowed his hand to run along them.",1950s
Sitting at home after pig’s cheek and cabbage nursing it in the armchair.,1950s
'Twas the earliest time then {This is Wiglaf's first battle as liegeman of Beowulf.},1950s
"—They’re great for the cold steel, somebody who was evidently quite in the dark said for the benefit of them all.",1950s
"The gates unfolding pour forth all their train, Nations on nations fill the dusky plain, Men, steeds, and chariots, shake the trembling ground: The tumult thickens, and the skies resound.",1950s
Although the former (we are thinking of neglect) is undoubtedly only too true the case he cites of nurses forgetting to count the sponges in the peritoneal cavity is too rare to be normative.,1950s
"Three small whiskies had gone to his head and Gallaher’s strong cigar had confused his mind, for he was a delicate and abstinent person.",1950s
"He let his head sink suddenly down and forward, hunching his shoulders and dropping his underjaw.",1950s
Cuts off their diddies when they can’t bear no more children.,1950s
"Between two roaring worlds where they swirl, I. Shatter them, one and both.",1950s
"The stroke of fate the strongest cannot shun: The great Alcides, Jove’s unequall’d son, To Juno’s hate, at length resign’d his breath, And sunk the victim of all-conquering death.",1950s
"Now nine long years of mighty Jove are run, Since first the labours of this war begun: Our cordage torn, decay’d our vessels lie, And scarce insure the wretched power to fly.",1950s
"Black death attends behind the Grecian wall, And great Idomeneus shall boast thy fall!",1950s
Her spoon ceased to stir up the sugar.,1950s
"The hypothesis of a plasmic memory, advanced by the Caledonian envoy and worthy of the metaphysical traditions of the land he stood for, envisaged in such cases an arrest of embryonic development at some stage antecedent to the human.",1950s
"Gob, if he got that lottery ticket on the side of his poll he’d remember the gold cup, he would so, but begob the citizen would have been lagged for assault and battery and Joe for aiding and abetting.",1950s
